,action_taken_name,loan_purpose_name,denial_reason_name_1
15886,Application denied by financial institution,Home purchase,Debt-to-income ratio
15887,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
15888,Application denied by financial institution,Home purchase,Collateral
15889,Application denied by financial institution,Refinancing,Credit application incomplete
15890,Application denied by financial institution,Refinancing,Debt-to-income ratio
15891,Application denied by financial institution,Refinancing,Collateral
15892,Application denied by financial institution,Home purchase,Other
15893,Application denied by financial institution,Refinancing,Credit history
15894,Application denied by financial institution,Refinancing,"Insufficient cash (downpayment, closing costs)"
15895,Application denied by financial institution,Refinancing,Collateral
15896,Application denied by financial institution,Refinancing,Credit history
15897,Application denied by financial institution,Home improvement,Credit history
15898,Application denied by financial institution,Refinancing,Other
15899,Application denied by financial institution,Refinancing,Other
15900,Application denied by financial institution,Home purchase,Debt-to-income ratio
15901,Application denied by financial institution,Refinancing,Collateral
15902,Application denied by financial institution,Refinancing,Collateral
15903,Application denied by financial institution,Home purchase,Collateral
15904,Application denied by financial institution,Refinancing,Collateral
15905,Application denied by financial institution,Refinancing,Credit application incomplete
15906,Application denied by financial institution,Refinancing,Debt-to-income ratio
15907,Application denied by financial institution,Home improvement,Credit history
15908,Application denied by financial institution,Home purchase,Credit application incomplete
15909,Application denied by financial institution,Refinancing,Debt-to-income ratio
15910,Application denied by financial institution,Home purchase,Debt-to-income ratio
15911,Application denied by financial institution,Home purchase,Collateral
15912,Application denied by financial institution,Refinancing,Credit application incomplete
15913,Application denied by financial institution,Home improvement,Credit history
15914,Application denied by financial institution,Home improvement,Debt-to-income ratio
15915,Application denied by financial institution,Home purchase,Collateral
15916,Application denied by financial institution,Home purchase,Debt-to-income ratio
15917,Application denied by financial institution,Home improvement,Debt-to-income ratio
15918,Application denied by financial institution,Refinancing,Credit application incomplete
15919,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
15920,Application denied by financial institution,Home purchase,Collateral
15921,Application denied by financial institution,Refinancing,Debt-to-income ratio
15922,Application denied by financial institution,Home improvement,Credit history
15923,Application denied by financial institution,Home purchase,Credit application incomplete
15924,Application denied by financial institution,Refinancing,Collateral
15925,Application denied by financial institution,Home improvement,Debt-to-income ratio
15926,Application denied by financial institution,Refinancing,Collateral
15927,Application denied by financial institution,Refinancing,Debt-to-income ratio
15928,Application denied by financial institution,Home improvement,Other
15929,Application denied by financial institution,Home improvement,Collateral
15930,Application denied by financial institution,Refinancing,Credit application incomplete
15931,Application denied by financial institution,Refinancing,Collateral
15932,Application denied by financial institution,Home improvement,Debt-to-income ratio
15933,Application denied by financial institution,Home purchase,Collateral
15934,Application denied by financial institution,Home purchase,Credit application incomplete
15935,Application denied by financial institution,Home improvement,Debt-to-income ratio
15936,Application denied by financial institution,Home improvement,Credit history
15937,Application denied by financial institution,Refinancing,Debt-to-income ratio
15938,Application denied by financial institution,Home purchase,Collateral
15939,Application denied by financial institution,Home improvement,Credit history
15940,Application denied by financial institution,Home purchase,Other
15941,Application denied by financial institution,Refinancing,Collateral
15942,Application denied by financial institution,Home improvement,Credit history
15943,Application denied by financial institution,Refinancing,Credit history
15944,Application denied by financial institution,Home improvement,Credit history
15945,Application denied by financial institution,Home improvement,Credit history
15946,Application denied by financial institution,Home purchase,Debt-to-income ratio
15947,Application denied by financial institution,Refinancing,Collateral
15948,Application denied by financial institution,Home purchase,Debt-to-income ratio
15949,Application denied by financial institution,Home purchase,Unverifiable information
15950,Application denied by financial institution,Home improvement,Debt-to-income ratio
15951,Application denied by financial institution,Refinancing,Credit history
15952,Application denied by financial institution,Refinancing,Credit application incomplete
15953,Application denied by financial institution,Refinancing,Credit application incomplete
15954,Application denied by financial institution,Home improvement,Credit history
15955,Application denied by financial institution,Home purchase,Credit application incomplete
15956,Application denied by financial institution,Home improvement,Debt-to-income ratio
15957,Application denied by financial institution,Refinancing,Collateral
15958,Application denied by financial institution,Home purchase,Collateral
15959,Application denied by financial institution,Refinancing,Collateral
15960,Application denied by financial institution,Refinancing,Debt-to-income ratio
15961,Application denied by financial institution,Refinancing,Collateral
15962,Application denied by financial institution,Home purchase,Other
15963,Application denied by financial institution,Refinancing,Collateral
15964,Application denied by financial institution,Refinancing,Debt-to-income ratio
15965,Application denied by financial institution,Refinancing,Credit application incomplete
15966,Application denied by financial institution,Home improvement,Credit history
15967,Application denied by financial institution,Refinancing,Credit application incomplete
15968,Application denied by financial institution,Refinancing,Collateral
15969,Application denied by financial institution,Home purchase,Collateral
15970,Application denied by financial institution,Home improvement,Credit history
15971,Application denied by financial institution,Refinancing,Collateral
15972,Application denied by financial institution,Home improvement,Debt-to-income ratio
15973,Application denied by financial institution,Refinancing,Credit history
15974,Application denied by financial institution,Home improvement,Credit history
15975,Application denied by financial institution,Home improvement,Credit history
15976,Application denied by financial institution,Home purchase,Employment history
15977,Application denied by financial institution,Home purchase,Collateral
15978,Application denied by financial institution,Refinancing,Collateral
15979,Application denied by financial institution,Home purchase,Debt-to-income ratio
15980,Application denied by financial institution,Home improvement,Debt-to-income ratio
15981,Application denied by financial institution,Home improvement,Credit history
15982,Application denied by financial institution,Home purchase,Collateral
15983,Application denied by financial institution,Home purchase,Collateral
15984,Application denied by financial institution,Home improvement,Credit history
15985,Application denied by financial institution,Home purchase,Credit history
15986,Application denied by financial institution,Home purchase,Unverifiable information
15987,Application denied by financial institution,Home purchase,Debt-to-income ratio
15988,Application denied by financial institution,Home purchase,Credit application incomplete
15989,Application denied by financial institution,Home purchase,Debt-to-income ratio
15990,Application denied by financial institution,Refinancing,Credit application incomplete
15991,Application denied by financial institution,Home purchase,Credit history
15992,Application denied by financial institution,Home improvement,Credit application incomplete
15993,Application denied by financial institution,Home purchase,Other
15994,Application denied by financial institution,Home purchase,Credit history
15995,Application denied by financial institution,Home purchase,Debt-to-income ratio
15996,Application denied by financial institution,Home purchase,Credit history
15997,Application denied by financial institution,Home purchase,Collateral
15998,Application denied by financial institution,Home improvement,Collateral
15999,Application denied by financial institution,Home improvement,Debt-to-income ratio
16000,Application denied by financial institution,Home purchase,Collateral
16001,Application denied by financial institution,Home purchase,Debt-to-income ratio
16002,Application denied by financial institution,Refinancing,Credit application incomplete
16003,Application denied by financial institution,Refinancing,Debt-to-income ratio
16004,Application denied by financial institution,Home improvement,Debt-to-income ratio
16005,Application denied by financial institution,Home purchase,Credit application incomplete
16006,Application denied by financial institution,Home purchase,Credit history
16007,Application denied by financial institution,Refinancing,Credit history
16008,Application denied by financial institution,Home improvement,Debt-to-income ratio
16009,Application denied by financial institution,Refinancing,Credit application incomplete
16010,Application denied by financial institution,Home purchase,Credit history
16011,Application denied by financial institution,Home purchase,Unverifiable information
16012,Application denied by financial institution,Home improvement,Collateral
16013,Application denied by financial institution,Home improvement,Credit history
16014,Application denied by financial institution,Home improvement,Credit history
16015,Application denied by financial institution,Home purchase,Other
16016,Application denied by financial institution,Home purchase,Collateral
16017,Application denied by financial institution,Refinancing,Credit application incomplete
16018,Application denied by financial institution,Refinancing,Debt-to-income ratio
16019,Application denied by financial institution,Refinancing,Unverifiable information
16020,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
16021,Application denied by financial institution,Home purchase,Debt-to-income ratio
16022,Application denied by financial institution,Home purchase,Debt-to-income ratio
16023,Application denied by financial institution,Refinancing,Credit history
16024,Application denied by financial institution,Refinancing,Credit application incomplete
16025,Application denied by financial institution,Home improvement,Credit history
16026,Application denied by financial institution,Refinancing,Other
16027,Application denied by financial institution,Home purchase,Debt-to-income ratio
16028,Application denied by financial institution,Refinancing,Debt-to-income ratio
16029,Application denied by financial institution,Refinancing,Debt-to-income ratio
16030,Application denied by financial institution,Home improvement,Debt-to-income ratio
16031,Application denied by financial institution,Refinancing,Collateral
16032,Application denied by financial institution,Home improvement,Credit history
16033,Application denied by financial institution,Home improvement,Credit history
16034,Application denied by financial institution,Refinancing,Collateral
16035,Application denied by financial institution,Home purchase,Credit application incomplete
16036,Application denied by financial institution,Refinancing,Credit application incomplete
16037,Application denied by financial institution,Home purchase,Credit history
16038,Application denied by financial institution,Refinancing,Credit application incomplete
16039,Application denied by financial institution,Home purchase,Debt-to-income ratio
16040,Application denied by financial institution,Refinancing,Credit application incomplete
16041,Application denied by financial institution,Home improvement,Collateral
16042,Application denied by financial institution,Home improvement,Credit history
16043,Application denied by financial institution,Home purchase,Collateral
16044,Application denied by financial institution,Home purchase,Debt-to-income ratio
16045,Application denied by financial institution,Refinancing,Credit history
16046,Application denied by financial institution,Home improvement,Debt-to-income ratio
16047,Application denied by financial institution,Refinancing,Credit history
16048,Application denied by financial institution,Home improvement,Credit history
16049,Application denied by financial institution,Home improvement,Unverifiable information
16050,Application denied by financial institution,Refinancing,"Insufficient cash (downpayment, closing costs)"
16051,Application denied by financial institution,Home improvement,Collateral
16052,Application denied by financial institution,Refinancing,Credit history
16053,Application denied by financial institution,Refinancing,Collateral
16054,Application denied by financial institution,Home improvement,Credit history
16055,Application denied by financial institution,Refinancing,Credit history
16056,Application denied by financial institution,Home purchase,Collateral
16057,Application denied by financial institution,Refinancing,Credit history
16058,Application denied by financial institution,Refinancing,Credit history
16059,Application denied by financial institution,Refinancing,Credit application incomplete
16060,Application denied by financial institution,Home improvement,Credit history
16061,Application denied by financial institution,Home improvement,Credit history
16062,Application denied by financial institution,Home improvement,Other
16063,Application denied by financial institution,Refinancing,Credit history
16064,Application denied by financial institution,Refinancing,Debt-to-income ratio
16065,Application denied by financial institution,Home improvement,Credit history
16066,Application denied by financial institution,Refinancing,Debt-to-income ratio
16067,Application denied by financial institution,Home improvement,Debt-to-income ratio
16068,Application denied by financial institution,Refinancing,Collateral
16069,Application denied by financial institution,Refinancing,Collateral
16070,Application denied by financial institution,Refinancing,Collateral
16071,Application denied by financial institution,Home improvement,Credit history
16072,Application denied by financial institution,Home improvement,Credit history
16073,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
16074,Application denied by financial institution,Home improvement,Collateral
16075,Application denied by financial institution,Refinancing,Other
16076,Application denied by financial institution,Refinancing,Credit history
16077,Application denied by financial institution,Home purchase,Credit application incomplete
16078,Application denied by financial institution,Refinancing,Credit history
16079,Application denied by financial institution,Refinancing,Credit history
16080,Application denied by financial institution,Home purchase,Debt-to-income ratio
16081,Application denied by financial institution,Home improvement,Collateral
16082,Application denied by financial institution,Home improvement,Credit history
16083,Application denied by financial institution,Home purchase,Collateral
16084,Application denied by financial institution,Refinancing,Debt-to-income ratio
16085,Application denied by financial institution,Refinancing,Credit application incomplete
16086,Application denied by financial institution,Refinancing,Debt-to-income ratio
16087,Application denied by financial institution,Home purchase,Credit application incomplete
16088,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
16089,Application denied by financial institution,Refinancing,Credit application incomplete
16090,Application denied by financial institution,Home purchase,Debt-to-income ratio
16091,Application denied by financial institution,Refinancing,Debt-to-income ratio
16092,Application denied by financial institution,Home improvement,Other
16093,Application denied by financial institution,Refinancing,Collateral
16094,Application denied by financial institution,Refinancing,Credit history
16095,Application denied by financial institution,Refinancing,Credit history
16096,Application denied by financial institution,Home purchase,Credit application incomplete
16097,Application denied by financial institution,Home purchase,Collateral
16098,Application denied by financial institution,Refinancing,Credit application incomplete
16099,Application denied by financial institution,Home improvement,Debt-to-income ratio
16100,Application denied by financial institution,Refinancing,Debt-to-income ratio
16101,Application denied by financial institution,Refinancing,Collateral
16102,Application denied by financial institution,Home purchase,Other
16103,Application denied by financial institution,Home purchase,Other
16104,Application denied by financial institution,Refinancing,Credit application incomplete
16105,Application denied by financial institution,Home purchase,Credit history
16106,Application denied by financial institution,Home purchase,Debt-to-income ratio
16107,Application denied by financial institution,Home purchase,Debt-to-income ratio
16108,Application denied by financial institution,Refinancing,Debt-to-income ratio
16109,Application denied by financial institution,Home improvement,Credit history
16110,Application denied by financial institution,Refinancing,Credit application incomplete
16111,Application denied by financial institution,Home purchase,Debt-to-income ratio
16112,Application denied by financial institution,Home purchase,Other
16113,Application denied by financial institution,Home improvement,Credit history
16114,Application denied by financial institution,Refinancing,Debt-to-income ratio
16115,Application denied by financial institution,Home purchase,Employment history
16116,Application denied by financial institution,Home improvement,Credit history
16117,Application denied by financial institution,Refinancing,Other
16118,Application denied by financial institution,Refinancing,Credit history
16119,Application denied by financial institution,Home purchase,Credit history
16120,Application denied by financial institution,Refinancing,Credit application incomplete
16121,Application denied by financial institution,Refinancing,Other
16122,Application denied by financial institution,Home improvement,Unverifiable information
16123,Application denied by financial institution,Home purchase,Debt-to-income ratio
16124,Application denied by financial institution,Home improvement,Credit history
16125,Application denied by financial institution,Refinancing,Collateral
16126,Application denied by financial institution,Home purchase,Debt-to-income ratio
16127,Application denied by financial institution,Refinancing,Credit application incomplete
16128,Application denied by financial institution,Home improvement,Collateral
16129,Application denied by financial institution,Home improvement,Debt-to-income ratio
16130,Application denied by financial institution,Home improvement,Other
16131,Application denied by financial institution,Refinancing,Other
16132,Application denied by financial institution,Home improvement,Credit history
16133,Application denied by financial institution,Refinancing,"Insufficient cash (downpayment, closing costs)"
16134,Application denied by financial institution,Refinancing,Credit application incomplete
16135,Application denied by financial institution,Home purchase,Collateral
16136,Application denied by financial institution,Refinancing,Credit history
16137,Application denied by financial institution,Home purchase,Collateral
16138,Application denied by financial institution,Home improvement,Credit history
16139,Application denied by financial institution,Refinancing,Collateral
16140,Application denied by financial institution,Home purchase,Unverifiable information
16141,Application denied by financial institution,Home improvement,Other
16142,Application denied by financial institution,Refinancing,Debt-to-income ratio
16143,Application denied by financial institution,Refinancing,Credit history
16144,Application denied by financial institution,Home improvement,Debt-to-income ratio
16145,Application denied by financial institution,Refinancing,Credit application incomplete
16146,Application denied by financial institution,Home purchase,Debt-to-income ratio
16147,Application denied by financial institution,Refinancing,Collateral
16148,Application denied by financial institution,Home purchase,Other
16149,Application denied by financial institution,Home purchase,Debt-to-income ratio
16150,Application denied by financial institution,Home improvement,Debt-to-income ratio
16151,Application denied by financial institution,Home purchase,Unverifiable information
16152,Application denied by financial institution,Home purchase,Credit history
16153,Application denied by financial institution,Refinancing,Unverifiable information
16154,Application denied by financial institution,Refinancing,Credit application incomplete
16155,Application denied by financial institution,Refinancing,Collateral
16156,Application denied by financial institution,Home purchase,Credit application incomplete
16157,Application denied by financial institution,Home purchase,Credit history
16158,Application denied by financial institution,Home improvement,Credit history
16159,Application denied by financial institution,Home purchase,Other
16160,Application denied by financial institution,Refinancing,Collateral
16161,Application denied by financial institution,Home improvement,Credit history
16162,Application denied by financial institution,Home purchase,Credit history
16163,Application denied by financial institution,Refinancing,Collateral
16164,Application denied by financial institution,Refinancing,Collateral
16165,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
16166,Application denied by financial institution,Refinancing,Credit history
16167,Application denied by financial institution,Home improvement,Credit history
16168,Application denied by financial institution,Home purchase,Collateral
16169,Application denied by financial institution,Refinancing,Employment history
16170,Application denied by financial institution,Home improvement,Credit history
16171,Application denied by financial institution,Refinancing,Employment history
16172,Application denied by financial institution,Home purchase,Collateral
16173,Application denied by financial institution,Home improvement,Debt-to-income ratio
16174,Application denied by financial institution,Refinancing,Credit history
16175,Application denied by financial institution,Refinancing,Credit application incomplete
16176,Application denied by financial institution,Refinancing,Collateral
16177,Application denied by financial institution,Refinancing,Other
16178,Application denied by financial institution,Refinancing,Credit application incomplete
16179,Application denied by financial institution,Refinancing,Debt-to-income ratio
16180,Application denied by financial institution,Refinancing,Debt-to-income ratio
16181,Application denied by financial institution,Home improvement,Collateral
16182,Application denied by financial institution,Home purchase,Credit application incomplete
16183,Application denied by financial institution,Home improvement,Credit history
16184,Application denied by financial institution,Refinancing,Unverifiable information
16185,Application denied by financial institution,Refinancing,Credit application incomplete
16186,Application denied by financial institution,Home purchase,Credit application incomplete
16187,Application denied by financial institution,Home improvement,Credit history
16188,Application denied by financial institution,Home purchase,Other
16189,Application denied by financial institution,Home purchase,Collateral
16190,Application denied by financial institution,Refinancing,Debt-to-income ratio
16191,Application denied by financial institution,Home improvement,Other
16192,Application denied by financial institution,Home purchase,Collateral
16193,Application denied by financial institution,Home improvement,Credit history
16194,Application denied by financial institution,Home improvement,Credit history
16195,Application denied by financial institution,Refinancing,Credit application incomplete
16196,Application denied by financial institution,Home improvement,Debt-to-income ratio
16197,Application denied by financial institution,Refinancing,Collateral
16198,Application denied by financial institution,Home purchase,Credit application incomplete
16199,Application denied by financial institution,Refinancing,Credit history
16200,Application denied by financial institution,Home purchase,Debt-to-income ratio
16201,Application denied by financial institution,Refinancing,Credit history
16202,Application denied by financial institution,Home improvement,Debt-to-income ratio
16203,Application denied by financial institution,Refinancing,Credit history
16204,Application denied by financial institution,Home purchase,Debt-to-income ratio
16205,Application denied by financial institution,Home improvement,Credit history
16206,Application denied by financial institution,Home improvement,Debt-to-income ratio
16207,Application denied by financial institution,Home improvement,Debt-to-income ratio
16208,Application denied by financial institution,Home improvement,Credit history
16209,Application denied by financial institution,Home purchase,Collateral
16210,Application denied by financial institution,Refinancing,Debt-to-income ratio
16211,Application denied by financial institution,Refinancing,Collateral
16212,Application denied by financial institution,Refinancing,Credit history
16213,Application denied by financial institution,Home purchase,Employment history
16214,Application denied by financial institution,Refinancing,Debt-to-income ratio
16215,Application denied by financial institution,Home improvement,Debt-to-income ratio
16216,Application denied by financial institution,Refinancing,Other
16217,Application denied by financial institution,Refinancing,Debt-to-income ratio
16218,Application denied by financial institution,Home purchase,Credit application incomplete
16219,Application denied by financial institution,Home improvement,Debt-to-income ratio
16220,Application denied by financial institution,Refinancing,Collateral
16221,Application denied by financial institution,Refinancing,Credit application incomplete
16222,Application denied by financial institution,Home improvement,Credit history
16223,Application denied by financial institution,Refinancing,Collateral
16224,Application denied by financial institution,Refinancing,Other
16225,Application denied by financial institution,Home purchase,Unverifiable information
16226,Application denied by financial institution,Home improvement,Collateral
16227,Application denied by financial institution,Refinancing,Collateral
16228,Application denied by financial institution,Home improvement,Debt-to-income ratio
16229,Application denied by financial institution,Home purchase,Other
16230,Application denied by financial institution,Home improvement,Debt-to-income ratio
16231,Application denied by financial institution,Home purchase,Debt-to-income ratio
16232,Application denied by financial institution,Refinancing,Collateral
16233,Application denied by financial institution,Home purchase,Debt-to-income ratio
16234,Application denied by financial institution,Refinancing,Credit history
16235,Application denied by financial institution,Refinancing,Credit history
16236,Application denied by financial institution,Home purchase,Debt-to-income ratio
16237,Application denied by financial institution,Refinancing,Debt-to-income ratio
16238,Application denied by financial institution,Home purchase,Credit application incomplete
16239,Application denied by financial institution,Home improvement,Credit history
16240,Application denied by financial institution,Home purchase,Debt-to-income ratio
16241,Application denied by financial institution,Home improvement,Credit history
16242,Application denied by financial institution,Home purchase,Debt-to-income ratio
16243,Application denied by financial institution,Refinancing,Credit application incomplete
16244,Application denied by financial institution,Refinancing,Collateral
16245,Application denied by financial institution,Refinancing,Credit history
16246,Application denied by financial institution,Home improvement,Collateral
16247,Application denied by financial institution,Home purchase,Credit history
16248,Application denied by financial institution,Refinancing,Collateral
16249,Application denied by financial institution,Refinancing,Credit application incomplete
16250,Application denied by financial institution,Refinancing,Credit application incomplete
16251,Application denied by financial institution,Refinancing,Credit application incomplete
16252,Application denied by financial institution,Refinancing,Collateral
16253,Application denied by financial institution,Refinancing,Employment history
16254,Application denied by financial institution,Home purchase,Collateral
16255,Application denied by financial institution,Home improvement,Credit history
16256,Application denied by financial institution,Refinancing,Collateral
16257,Application denied by financial institution,Refinancing,Credit history
16258,Application denied by financial institution,Home purchase,Credit history
16259,Application denied by financial institution,Refinancing,Collateral
16260,Application denied by financial institution,Home purchase,Credit history
16261,Application denied by financial institution,Refinancing,Collateral
16262,Application denied by financial institution,Refinancing,Credit history
16263,Application denied by financial institution,Home purchase,Collateral
16264,Application denied by financial institution,Home improvement,Credit history
16265,Application denied by financial institution,Home purchase,Debt-to-income ratio
16266,Application denied by financial institution,Home improvement,Other
16267,Application denied by financial institution,Refinancing,Collateral
16268,Application denied by financial institution,Home purchase,Credit application incomplete
16269,Application denied by financial institution,Refinancing,Credit application incomplete
16270,Application denied by financial institution,Refinancing,Debt-to-income ratio
16271,Application denied by financial institution,Refinancing,Credit application incomplete
16272,Application denied by financial institution,Refinancing,Credit application incomplete
16273,Application denied by financial institution,Home purchase,Collateral
16274,Application denied by financial institution,Refinancing,Collateral
16275,Application denied by financial institution,Refinancing,Debt-to-income ratio
16276,Application denied by financial institution,Refinancing,Other
16277,Application denied by financial institution,Refinancing,Credit history
16278,Application denied by financial institution,Refinancing,Credit application incomplete
16279,Application denied by financial institution,Refinancing,Debt-to-income ratio
16280,Application denied by financial institution,Home purchase,Debt-to-income ratio
16281,Application denied by financial institution,Refinancing,Collateral
16282,Application denied by financial institution,Refinancing,Credit history
16283,Application denied by financial institution,Refinancing,Debt-to-income ratio
16284,Application denied by financial institution,Home improvement,Credit history
16285,Application denied by financial institution,Refinancing,Collateral
16286,Application denied by financial institution,Refinancing,Debt-to-income ratio
16287,Application denied by financial institution,Home improvement,Credit history
16288,Application denied by financial institution,Refinancing,Other
16289,Application denied by financial institution,Refinancing,Collateral
16290,Application denied by financial institution,Refinancing,Debt-to-income ratio
16291,Application denied by financial institution,Refinancing,Collateral
16292,Application denied by financial institution,Home purchase,Other
16293,Application denied by financial institution,Refinancing,Unverifiable information
16294,Application denied by financial institution,Home improvement,Other
16295,Application denied by financial institution,Home purchase,Collateral
16296,Application denied by financial institution,Refinancing,Collateral
16297,Application denied by financial institution,Home improvement,Credit history
16298,Application denied by financial institution,Home purchase,Collateral
16299,Application denied by financial institution,Home purchase,Debt-to-income ratio
16300,Application denied by financial institution,Home improvement,Credit history
16301,Application denied by financial institution,Refinancing,Collateral
16302,Application denied by financial institution,Refinancing,Unverifiable information
16303,Application denied by financial institution,Refinancing,Credit application incomplete
16304,Application denied by financial institution,Home improvement,Credit history
16305,Application denied by financial institution,Home purchase,Debt-to-income ratio
16306,Application denied by financial institution,Home purchase,Credit history
16307,Application denied by financial institution,Refinancing,Credit history
16308,Application denied by financial institution,Home purchase,Debt-to-income ratio
16309,Application denied by financial institution,Home improvement,Debt-to-income ratio
16310,Application denied by financial institution,Refinancing,Debt-to-income ratio
16311,Application denied by financial institution,Home improvement,Other
16312,Application denied by financial institution,Home improvement,Credit history
16313,Application denied by financial institution,Refinancing,"Insufficient cash (downpayment, closing costs)"
16314,Application denied by financial institution,Refinancing,Credit application incomplete
16315,Application denied by financial institution,Home purchase,Credit application incomplete
16316,Application denied by financial institution,Home purchase,Credit application incomplete
16317,Application denied by financial institution,Home purchase,Debt-to-income ratio
16318,Application denied by financial institution,Refinancing,Credit application incomplete
16319,Application denied by financial institution,Home purchase,Collateral
16320,Application denied by financial institution,Home purchase,Debt-to-income ratio
16321,Application denied by financial institution,Refinancing,Credit application incomplete
16322,Application denied by financial institution,Refinancing,Debt-to-income ratio
16323,Application denied by financial institution,Home improvement,Credit history
16324,Application denied by financial institution,Home purchase,Debt-to-income ratio
16325,Application denied by financial institution,Home purchase,Debt-to-income ratio
16326,Application denied by financial institution,Refinancing,Debt-to-income ratio
16327,Application denied by financial institution,Home purchase,Debt-to-income ratio
16328,Application denied by financial institution,Refinancing,Other
16329,Application denied by financial institution,Refinancing,Debt-to-income ratio
16330,Application denied by financial institution,Refinancing,Collateral
16331,Application denied by financial institution,Home purchase,Credit history
16332,Application denied by financial institution,Refinancing,Credit history
16333,Application denied by financial institution,Home purchase,Debt-to-income ratio
16334,Application denied by financial institution,Refinancing,Collateral
16335,Application denied by financial institution,Refinancing,Other
16336,Application denied by financial institution,Home improvement,Credit history
16337,Application denied by financial institution,Home improvement,Debt-to-income ratio
16338,Application denied by financial institution,Refinancing,Debt-to-income ratio
16339,Application denied by financial institution,Home purchase,Collateral
16340,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
16341,Application denied by financial institution,Refinancing,Collateral
16342,Application denied by financial institution,Refinancing,Credit application incomplete
16343,Application denied by financial institution,Refinancing,Credit application incomplete
16344,Application denied by financial institution,Refinancing,Collateral
16345,Application denied by financial institution,Home purchase,Collateral
16346,Application denied by financial institution,Home improvement,Debt-to-income ratio
16347,Application denied by financial institution,Home improvement,Credit history
16348,Application denied by financial institution,Refinancing,Debt-to-income ratio
16349,Application denied by financial institution,Refinancing,Collateral
16350,Application denied by financial institution,Home purchase,Debt-to-income ratio
16351,Application denied by financial institution,Home improvement,Credit history
16352,Application denied by financial institution,Home purchase,Debt-to-income ratio
16353,Application denied by financial institution,Refinancing,Credit application incomplete
16354,Application denied by financial institution,Home purchase,Credit application incomplete
16355,Application denied by financial institution,Home purchase,Unverifiable information
16356,Application denied by financial institution,Refinancing,Debt-to-income ratio
16357,Application denied by financial institution,Refinancing,Credit history
16358,Application denied by financial institution,Home improvement,Credit history
16359,Application denied by financial institution,Refinancing,Collateral
16360,Application denied by financial institution,Refinancing,Collateral
16361,Application denied by financial institution,Home purchase,Collateral
16362,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
16363,Application denied by financial institution,Home purchase,Other
16364,Application denied by financial institution,Home purchase,Debt-to-income ratio
16365,Application denied by financial institution,Home improvement,Credit history
16366,Application denied by financial institution,Home improvement,Debt-to-income ratio
16367,Application denied by financial institution,Home improvement,Credit history
16368,Application denied by financial institution,Refinancing,Debt-to-income ratio
16369,Application denied by financial institution,Refinancing,Collateral
16370,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
16371,Application denied by financial institution,Refinancing,Debt-to-income ratio
16372,Application denied by financial institution,Refinancing,Collateral
16373,Application denied by financial institution,Home purchase,Other
16374,Application denied by financial institution,Home purchase,Other
16375,Application denied by financial institution,Refinancing,Debt-to-income ratio
16376,Application denied by financial institution,Refinancing,Collateral
16377,Application denied by financial institution,Home purchase,Credit history
16378,Application denied by financial institution,Home improvement,Credit history
16379,Application denied by financial institution,Refinancing,Debt-to-income ratio
16380,Application denied by financial institution,Home purchase,Collateral
16381,Application denied by financial institution,Home improvement,Collateral
16382,Application denied by financial institution,Home purchase,Other
16383,Application denied by financial institution,Refinancing,Unverifiable information
16384,Application denied by financial institution,Home purchase,Credit application incomplete
16385,Application denied by financial institution,Home improvement,Credit history
16386,Application denied by financial institution,Refinancing,Credit application incomplete
16387,Application denied by financial institution,Refinancing,Credit application incomplete
16388,Application denied by financial institution,Home improvement,Credit history
16389,Application denied by financial institution,Home purchase,Debt-to-income ratio
16390,Application denied by financial institution,Refinancing,Unverifiable information
16391,Application denied by financial institution,Home purchase,Collateral
16392,Application denied by financial institution,Refinancing,Debt-to-income ratio
16393,Application denied by financial institution,Refinancing,Unverifiable information
16394,Application denied by financial institution,Home purchase,Unverifiable information
16395,Application denied by financial institution,Home purchase,Debt-to-income ratio
16396,Application denied by financial institution,Home improvement,Debt-to-income ratio
16397,Application denied by financial institution,Refinancing,Collateral
16398,Application denied by financial institution,Home improvement,Credit history
16399,Application denied by financial institution,Home purchase,Unverifiable information
16400,Application denied by financial institution,Refinancing,Debt-to-income ratio
16401,Application denied by financial institution,Home purchase,Collateral
16402,Application denied by financial institution,Refinancing,Unverifiable information
16403,Application denied by financial institution,Home purchase,"Insufficient cash (downpayment, closing costs)"
16404,Application denied by financial institution,Refinancing,Collateral
16405,Application denied by financial institution,Home purchase,Credit application incomplete
16406,Application denied by financial institution,Home purchase,Debt-to-income ratio
16407,Application denied by financial institution,Refinancing,Credit application incomplete
16408,Application denied by financial institution,Home improvement,Credit history
16409,Application denied by financial institution,Home improvement,Debt-to-income ratio
16410,Application denied by financial institution,Refinancing,Debt-to-income ratio
16411,Application denied by financial institution,Home improvement,Debt-to-income ratio
16412,Application denied by financial institution,Refinancing,Debt-to-income ratio
